BVI_023A	0	50	GC.w50	0.320000
BVI_023A	50	100	GC.w50	0.400000
BVI_023A	100	150	GC.w50	0.240000
BVI_023A	150	200	GC.w50	0.240000
BVI_023A	200	250	GC.w50	0.420000
BVI_023A	250	300	GC.w50	0.340000
BVI_023A	300	350	GC.w50	0.400000
BVI_023A	350	400	GC.w50	0.360000
BVI_023A	400	450	GC.w50	0.400000
BVI_023A	450	500	GC.w50	0.340000
BVI_023A	500	550	GC.w50	0.460000
BVI_023A	550	600	GC.w50	0.420000
BVI_023A	600	650	GC.w50	0.440000
BVI_023A	650	700	GC.w50	0.500000
BVI_023A	700	750	GC.w50	0.420000
BVI_023A	750	800	GC.w50	0.500000
BVI_023A	800	850	GC.w50	0.460000
BVI_023A	850	900	GC.w50	0.520000
BVI_023A	900	950	GC.w50	0.420000
BVI_023A	950	1000	GC.w50	0.520000
BVI_023A	1000	1050	GC.w50	0.520000
BVI_023A	1050	1100	GC.w50	0.420000
BVI_023A	1100	1150	GC.w50	0.420000
BVI_023A	1150	1200	GC.w50	0.260000
BVI_023A	1200	1250	GC.w50	0.440000
BVI_023A	1250	1300	GC.w50	0.340000
BVI_023A	1300	1350	GC.w50	0.440000
BVI_023A	1350	1400	GC.w50	0.380000
BVI_023A	1400	1450	GC.w50	0.340000
BVI_023A	1450	1500	GC.w50	0.340000
BVI_023A	1500	1550	GC.w50	0.400000
BVI_023A	1550	1600	GC.w50	0.260000
BVI_023A	1600	1650	GC.w50	0.340000
BVI_023A	1650	1700	GC.w50	0.400000
BVI_023A	1700	1750	GC.w50	0.380000
BVI_023A	1750	1800	GC.w50	0.420000
BVI_023A	1800	1850	GC.w50	0.440000
BVI_023A	1850	1900	GC.w50	0.460000
BVI_023A	1900	1950	GC.w50	0.520000
BVI_023A	1950	2000	GC.w50	0.400000
BVI_023A	2000	2050	GC.w50	0.600000
BVI_023A	2050	2100	GC.w50	0.500000
BVI_023A	2100	2150	GC.w50	0.360000
BVI_023A	2150	2200	GC.w50	0.540000
BVI_023A	2200	2250	GC.w50	0.440000
BVI_023A	2250	2300	GC.w50	0.580000
BVI_023A	2300	2350	GC.w50	0.480000
BVI_023A	2350	2400	GC.w50	0.440000
BVI_023A	2400	2450	GC.w50	0.540000
BVI_023A	2450	2500	GC.w50	0.500000
BVI_023A	2500	2550	GC.w50	0.540000
BVI_023A	2550	2600	GC.w50	0.480000
BVI_023A	2600	2650	GC.w50	0.560000
BVI_023A	2650	2700	GC.w50	0.500000
BVI_023A	2700	2750	GC.w50	0.520000
BVI_023A	2750	2800	GC.w50	0.600000
BVI_023A	2800	2850	GC.w50	0.560000
BVI_023A	2850	2900	GC.w50	0.520000
BVI_023A	2900	2950	GC.w50	0.540000
BVI_023A	2950	3000	GC.w50	0.500000
BVI_023A	3000	3050	GC.w50	0.540000
BVI_023A	3050	3100	GC.w50	0.380000
BVI_023A	3100	3150	GC.w50	0.600000
BVI_023A	3150	3200	GC.w50	0.480000
BVI_023A	3200	3250	GC.w50	0.540000
BVI_023A	3250	3300	GC.w50	0.520000
BVI_023A	3300	3350	GC.w50	0.580000
BVI_023A	3350	3400	GC.w50	0.460000
BVI_023A	3400	3450	GC.w50	0.580000
BVI_023A	3450	3500	GC.w50	0.500000
BVI_023A	3500	3550	GC.w50	0.440000
